source,published_at,provider,publisher_location,url,id,war_related,type_risk,negativity,risk_order,llm_confidence,IO_V1_1,IO_V1_2,IO_V1_3,IO_V1_4,IO_V1_5,IO_V1_6,IO_V1_7,IO_V1_8,IO_V1_9,IO_V1_10,IO_V1_11,IO_V1_12,IO_V1_13,IO_V1_14,IO_V1_15,IO_V1_16,IO_V1_17,IO_V1_18,IO_V1_19,IO_V1_20,IO_V1_21,IO_V1_22,IO_V1_23,IO_V1_24,IO_V1_25,IO_V1_26,IO_V1_27,IO_V1_28,IO_V1_29,IO_V1_30,IO_V1_31,IO_V1_32,IO_V1_33,IO_V1_34,IO_V1_35,IO_V1_36,IO_V1_37,IO_V1_38,IO_V1_39,IO_V1_40,IO_V1_41,IO_V1_42,IO_V1_43,IO_V1_44,IO_V1_45,IO_V1_46,IO_V1_47,IO_V1_48,IO_V1_49,IO_V1_50
gdelt,21/01/2026 16:30,iranpressnews.com,,https://iranpressnews.com/source/245082.htm,a50c2194047a5d31,1,Military,0.251,,0.99,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
gdelt,21/01/2026 16:30,iranpressnews.com,,https://iranpressnews.com/source/245079.htm,716589ae0fb93e45,1,Diplomatic,0.277,,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gdelt,21/01/2026 16:30,iranpressnews.com,,https://iranpressnews.com/source/245080.htm,5fcc278b789044fe,1,Military,0.104,,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22183597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07548347,0.0,0.15382571,0.0,0.0,0.0,0.0,0.0,0.2470611,0.0,0.0,0.0,0.0,0.0,0.11986144,0.02382383,0.0,0.06395623,0.02137972,0.07277253,0.0,0.0,0.0,0.0,0.0
gdelt,21/01/2026 17:00,spnfa.ir,Iran,https://spnfa.ir/20260121/27578883.html,1d9283c2ed6c0738,1,Military,0.311,,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57055786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06432489,0.0,0.0,0.02436175,0.19648755,0.0,0.09233936,0.0,0.0,0.05192858
gdelt,21/01/2026 17:15,parsi.euronews.com,,https://parsi.euronews.com/2026/01/21/trump-speech-in-davos,5b07a1d153114bdf,1,Economic,0.081,,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gdelt,21/01/2026 18:00,bbc.com,UK,https://www.bbc.com/persian/articles/c9vxjzzvpw7o,7cc4be1f30d883a5,1,Military,0.293,,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33726267,0.0,0.0,0.0,0.66273733,0.0,0.0,0.0
gdelt,21/01/2026 18:00,bbc.com,UK,https://www.bbc.com/persian/articles/cp9j7grd8mmo,32083557fe6a380b,1,Military,0.326,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05975853,0.0,0.0,0.23896357,0.0,0.0,0.0,0.20868098,0.0,0.0,0.0,0.0,0.17394333,0.0,0.13319503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18545856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gdelt,21/01/2026 18:00,radiofarda.com,US,https://www.radiofarda.com/a/israel-military-readiness-amid-u-s-military-buildup-for-a-possible-decisive-attack-on-iran/33655832.html,e904ac0096168538,1,Military,0.13,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02605979,0.0,0.0,0.02250588,0.0,0.0,0.06025413,0.0,0.0,0.13416236,0.0,0.0,0.0,0.0,0.0,0.0,0.08087436,0.0621001,0.0,0.1671259,0.0,0.0,0.0,0.0,0.0,0.26842268,0.0,0.0,0.0,0.0497065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03021591,0.0,0.02430366,0.07426875
gdelt,21/01/2026 18:00,bbc.com,UK,https://www.bbc.com/persian/articles/ckgklv181e4o,a5cc622eb114258b,1,Military,0.243,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59746471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40253529,0.0,0.0,0.0
gdelt,21/01/2026 19:00,parsi.euronews.com,,https://parsi.euronews.com/2026/01/21/calling-irgc-terrorists-revealing-names-their-children-european-parliament-protesters,4087f9c60e641618,1,Economic,0.226,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10124739,0.0,0.0,0.0,0.0,0.0,0.38817131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12459301,0.0,0.0,0.12382192,0.0,0.0,0.0,0.0,0.04846136,0.07825459,0.0,0.0,0.0,0.0,0.06710043,0.06834999
gdelt,21/01/2026 22:15,parsi.euronews.com,,https://parsi.euronews.com/2026/01/21/trump-iran-no-longer-middle-east-bully-after-b2-strikes,7dc687d4c828bcb0,1,Military,0.13,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08524955,0.0,0.05808799,0.0,0.0,0.0,0.0,0.38719749,0.0,0.14945745,0.12646064,0.0,0.0,0.10055929,0.0929876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gdelt,21/01/2026 23:00,radiofarda.com,US,https://www.radiofarda.com/a/33656039.html,32b3fef8d9145332,1,Military,0.405,,0.99,0.09264444,0.0,0.33241952,0.0,0.0,0.0,0.0,0.0,0.20576135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16184132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1169479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09038546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gdelt,21/01/2026 23:00,radiofarda.com,US,https://www.radiofarda.com/a/iran-officials-say-3-117-people-killed-during-protests/33656005.html,702e97c7b1c5166f,1,Military,0.47,,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15072065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21942133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06974953,0.0,0.0,0.06259386,0.21305769,0.0,0.28445695,0.0,0.0,0.0
gdelt,21/01/2026 23:30,parsi.euronews.com,,https://parsi.euronews.com/2026/01/21/trump-iran-military-option-protester-killing-reckless-shooting-january-2026,9eee12922a2baa82,1,Military,0.217,,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gdelt,22/01/2026 00:15,balatarin.com,US,https://www.balatarin.com:443/permlink/2026/1/20/6425301,7aeba0cb54f8331a,1,Military,0,,0.99,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
gdelt,22/01/2026 00:15,balatarin.com,US,https://www.balatarin.com:443/permlink/2026/1/20/6425302,24b020f1c6801b08,1,Military,0,,0.99,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
gdelt,22/01/2026 00:15,balatarin.com,US,https://www.balatarin.com:443/permlink/2026/1/20/6425305,69136a8f598453cb,1,Military,0.192,,0.95,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
gdelt,22/01/2026 02:15,iranpressnews.com,,https://iranpressnews.com/source/245085.htm,16d336fdd118e8b1,1,Military,0.229,,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34571732,0.0,0.0,0.31909945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10533425,0.0,0.0,0.22984897,0.0,0.0,0.0
gdelt,22/01/2026 02:45,balatarin.com,US,https://www.balatarin.com:443/permlink/2026/1/21/6425572,82728ba9d1a04589,1,Economic,0,first_order,0.85,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
gdelt,22/01/2026 02:45,balatarin.com,US,https://www.balatarin.com:443/permlink/2026/1/21/6425575,1301f7d47e2effe5,1,Military,0,,0.95,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
gdelt,22/01/2026 04:45,news.gooya.com,,https://news.gooya.com/2026/01/post-105727.php,3423a0cbe4a9966e,1,Military,0.204,,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33294658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40971741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25733601,0.0,0.0,0.0,0.0,0.0,0.0
gdelt,22/01/2026 04:45,news.gooya.com,,https://news.gooya.com/2026/01/post-105726.php,290153ae029eacdd,1,Military,0.082,first_order,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3189272,0.0,0.0,0.0,0.0,0.27515677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40591603,0.0
gdelt,22/01/2026 06:00,parsi.euronews.com,,https://parsi.euronews.com/2026/01/22/haaretz-israel-defense-high-alert-iran-retaliation-us-strike-2026,069068176d41f78c,1,Military,0.328,,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09307066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12039022,0.0,0.18534428,0.0,0.0,0.0,0.0,0.0,0.29768341,0.0,0.0,0.0,0.0,0.0,0.0,0.02870528,0.0,0.0,0.02576038,0.24904577,0.0,0.0,0.0,0.0,0.0
gdelt,22/01/2026 06:30,khaama.com,,https://www.khaama.com/persian/archives/164604,785ba3a01275d5ab,1,Military,0.926,,0.95,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
gdelt,22/01/2026 09:00,parsi.euronews.com,,https://parsi.euronews.com/2026/01/22/live-iran-protests-22-janvier,8099b6eb9c07ac57,1,Diplomatic,0.321,first_order,0.8,0.03257282,0.0,0.0,0.0,0.0,0.0,0.0,0.06696332,0.0,0.06972424,0.02991893,0.0,0.0,0.0,0.0,0.26756978,0.10499064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01671184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19093149,0.0,0.0,0.0,0.0,0.01749763,0.0,0.0,0.0,0.0651818,0.0,0.0,0.13793752,0.0,0.0,0.0
gdelt,22/01/2026 09:45,news.gooya.com,,https://news.gooya.com/2026/01/post-105732.php,6bc661067de08a16,1,Humanitarian,0.442,,0.95,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
gdelt,22/01/2026 09:45,news.gooya.com,,https://news.gooya.com/2026/01/post-105741.php,1b3dc8b581f24bb3,1,Cyber,0,,0.99,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
gdelt,22/01/2026 10:15,mdeast.news,,https://mdeast.news/2026/01/22/%DA%AF%D9%81%D8%AA%D9%88%DA%AF%D9%88%DB%8C-%D8%AA%D9%84%D9%81%D9%86%DB%8C-%D9%88%D8%B2%D8%B1%D8%A7%DB%8C-%D8%A7%D9%85%D9%88%D8%B1-%D8%AE%D8%A7%D8%B1%D8%AC%D9%87-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86/,cefeb03218e7f45b,1,Diplomatic,0,,0.99,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
gdelt,22/01/2026 10:15,parsi.euronews.com,,https://parsi.euronews.com/green/2026/01/22/wrong-side-of-history-report-ties-top-polluters-to-countries-blocking-fossil-fuel-phaseout,39577bb28527d17f,1,Cyber,0,,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12278259,0.0,0.13091492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21134899,0.0,0.18944419,0.0,0.0,0.0,0.27718224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06832708,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gdelt,22/01/2026 10:30,mdeast.news,,https://mdeast.news/2026/01/22/%D8%A7%DB%8C%D8%B1%D8%A7%D9%86-%D8%A8%D8%A7%D8%B2%D8%B1%D8%B3%DB%8C-%D8%A2%DA%98%D8%A7%D9%86%D8%B3-%D8%AA%D9%86%D9%87%D8%A7-%D8%A7%D8%B2-%D8%B3%D8%A7%DB%8C%D8%AA%D9%87%D8%A7%DB%8C-%D9%87/,a3f8c2d7f5f2b7c2,1,Nuclear,0.325,,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3041714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16545189,0.53037671,0.0,0.0,0.0,0.0,0.0,0.0
gdelt,22/01/2026 10:30,spnfa.ir,Iran,https://spnfa.ir/20260122/%D9%85%D8%B5%D8%A7%D8%AF%DB%8C%D9%82-%D8%B4%DA%A9%D8%A7%DB%8C%D8%AA-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86-%D8%A7%D8%B2-%D8%A2%D9%85%D8%B1%DB%8C%DA%A9%D8%A7-%D9%88-%D8%A7%D8%B3%D8%B1%D8%A7%D8%A6%DB%8C%D9%84-27586955.html,108fddff1385ddec,1,Military,0.214,,0.99,0.19878666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03149625,0.0,0.0,0.0,0.0,0.0,0.0,0.10998711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05974303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08315037,0.0,0.0,0.0,0.0,0.51683658,0.0
gdelt,22/01/2026 10:45,khaama.com,,https://www.khaama.com/persian/archives/164612,80d7062798e8153b,1,Military,0,first_order,0.97,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
gdelt,22/01/2026 12:00,iranpressnews.com,,https://iranpressnews.com/source/245086.htm,6698f71f097aad0d,1,Economic,0.131,,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7722699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2277301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gdelt,22/01/2026 13:45,spnfa.ir,Iran,https://spnfa.ir/20260122/27590922.html,18dc4d517cd4a0c8,1,Military,0.153,,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22861597,0.0,0.0,0.77138403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gdelt,22/01/2026 14:15,spnfa.ir,Iran,https://spnfa.ir/20260122/%DA%86%D8%B1%D8%A7-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86-%D8%A7%D8%B2-%D8%A2%D9%85%D8%B1%DB%8C%DA%A9%D8%A7-%D9%88-%D8%A7%D8%B3%D8%B1%D8%A7%D8%A6%DB%8C%D9%84-%D8%B4%DA%A9%D8%A7%DB%8C%D8%AA-%D9%85%DB%8C%DA%A9%D9%86%D8%AF-27587587.html,f5dad0a67a7e8932,1,Military,0.213,,0.99,0.32515908,0.0,0.0,0.0,0.0,0.30172878,0.0,0.0,0.0,0.0,0.13197455,0.0,0.0,0.0,0.0,0.14392639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04759036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02241872,0.02720212,0.0,0.0,0.0,0.0,0.0,0.0
gdelt,22/01/2026 14:15,spnfa.ir,Iran,https://spnfa.ir/20260122/%DA%86%D8%B1%D8%A7-%D8%B9%D8%B1%D8%A7%D9%82-%D8%A7%D8%B2-%D8%A2%D9%85%D8%B1%DB%8C%DA%A9%D8%A7-%D8%B4%DA%A9%D8%A7%DB%8C%D8%AA-%D9%86%D9%85%DB%8C%DA%A9%D9%86%D8%AF-27588194.html,375fdcb8afad7533,1,Military,0.264,,0.99,0.25230505,0.0,0.0,0.0,0.0,0.0,0.0,0.05959332,0.0,0.0,0.0,0.0,0.24987532,0.0,0.0,0.13959842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18008193,0.01264525,0.0,0.0,0.0,0.0,0.07951657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02638414,0.0,0.0,0.0,0.0,0.0,0.0
gdelt,22/01/2026 14:45,parsi.euronews.com,,https://parsi.euronews.com/2026/01/22/coup-in-iran-who-will-inherit-power,790433e5c1f1f72d,1,Economic,0.262,,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30837347,0.0,0.0,0.0,0.0,0.0,0.0,0.69162653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gdelt,22/01/2026 14:45,news.gooya.com,,https://news.gooya.com/2026/01/post-105744.php,e763be8fc66017da,1,Military,0.259,,0.99,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
gdelt,22/01/2026 14:45,parsi.euronews.com,,https://parsi.euronews.com/2026/01/22/trump-new-outlook-caracas-venezuelan-president-visits-us-in-quarter-century,6e93cd82b6ea92e4,1,Nuclear,0.065,,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gdelt,22/01/2026 14:45,sputnik.af,,https://sputnik.af/20260122/22580904.html,d9c05b4287175f27,1,Military,0.244,,0.99,0.16921057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15974317,0.0,0.0,0.1117207,0.0,0.0,0.37449156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18483399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gdelt,22/01/2026 14:45,mdeast.news,,https://mdeast.news/2026/01/22/%D9%88%D8%B2%DB%8C%D8%B1-%D8%AF%D9%81%D8%A7%D8%B9-%D8%A7%DB%8C%D8%AA%D8%A7%D9%84%DB%8C%D8%A7-%D8%AF%D8%B1-%D8%AF%DB%8C%D8%AF%D8%A7%D8%B1-%D9%85%D8%B3%D8%B9%D9%88%D8%AF-%D8%A8%D8%A7%D8%B1%D8%B2%D8%A7/,23562f13afbf4a67,1,Economic,0.123,,0.99,0.0,0.0,0.0,0.0,0.37078308,0.0,0.0,0.0,0.11826152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5109554,0.0,0.0,0.0
gdelt,22/01/2026 15:15,news.gooya.com,,https://news.gooya.com/2026/01/post-105746.php,a550510a4c73912c,1,Nuclear,0.379,,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48958551,0.0,0.0,0.0,0.51041449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gdelt,22/01/2026 17:30,balatarin.com,US,https://www.balatarin.com:443/permlink/2026/1/21/6425549,29f4f6f1bbf0b16b,1,Military,0.207,,0.99,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
